"EcoPortCode","ScientificName","AUTH","FAMNAME","SYNO","COMNAME","LIFO","HABI","LISPA","PHYS","CAT","PLAT","TOPMN","TOPMX","TMIN","TMAX","ROPMN","ROPMX","RMIN","RMAX","PHOPMN","PHOPMX","PHMIN","PHMAX","LATOPMN","LATOPMX","LATMN","LATMX","ALTMX","LIOPMN","LIOPMX","LIMN","LIMX","DEP","DEPR","TEXT","TEXTR","FER","FERR","TOX","TOXR","SAL","SALR","DRA","DRAR","KTMPR","KTMP","PHOTO","CLIZ","ABITOL","ABISUS","INTRI","PROSY","GMIN","GMAX"
412,"Annona reticulata","L.","Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae","","custard apple, bullock's heart, sugar apple, anona, anona colodado, anona rosada, corazon, coracao de boi, cahuex, pox, qualtzapotl, tzimuy","tree","erect","perennial","deciduous, single stem","fruits & nuts","grown on small scale",23,27,7,34,1200,1400,600,2200,5,7.5,4.5,8,5,NA,25,25,1500,"clear skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-3,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","home garden",210,270
414,"Annona squamosa","L.","Magnoliopsida:Magnoliidae:Magnoliales:Annonaceae","","sugar apple, sweetsop, scaly custard apple, custard apple, zuckerapfel, stachelanone, cherimoya, attier, poreroe cannelle, pomme cannelle, anon, anon de azucar, anona de castilla, fruta do conde, scopappel, kaneelappel, fan-li-chi, sirkaja, sarikaja, atis, ata, luna, meba, sharifa, sarifa, sitaphal, sita pandu, nona sri kaya, bnah nona, seri kaya, tiep baay, tiep, mang cau ta, noinah, manonah, makkhiap, lanang, mak khbieb, na, mang caua ta, qu a na","shrub, tree","erect","perennial","evergreen, deciduous, single stem, multi stem","fruits & nuts","grown on large scale, harvested from wild",23,30,11,41,800,1200,570,4000,7,8,4.3,8.5,NA,NA,15,25,1000,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical dry summer (Cs)","","wind","","large scale/commercial",210,270
418,"Anthocephalus chinensis","A. Rich. ex Walp.","","","","tree","erect","perennial","deciduous, single stem","forest/wood, environmental","grown on small scale",22,35,15,42,1800,2600,1300,5100,5.5,6.5,5,7.5,NA,NA,10,27,1300,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","flooding","","","",270,365
431,"Apium graveolens","L.","Magnoliopsida:Rosidae:Apiales:Umbelliferae","Sium apium Roth., Sium graveolens Vest., Seseli graveolens Scop.","wild celery, celery, celery seed, apio, celeri, Sellerie, selleri, karafs, selderij, sedano, aipo, syel'derey, serorii, ch'in, Apii folium, seldery","herb","erect","biennial","deciduous","vegetables, medicinals & aromatic","grown on small scale",15,21,5,25,700,1300,500,1500,6,6.8,5.5,7.5,40,10,60,65,2000,"cloudy skies","clear skies","cloudy skies","very bright","shallow (20-50 cm)","shallow (20-50 cm)","medium, organic","medium, organic","high","moderate","","","medium (4-10 dS/m)","medium (4-10 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"","tropical wet & dry (Aw), subtropical dry summer (Cs), temperate oceanic (Do)","flooding","","","",40,150
432,"Apium graveolens var. dulce","L.","Magnoliopsida:Rosidae:Apiales:Umbelliferae","","celery","herb","erect, acaulescent (or rosette plants)","annual, biennial","single stem","vegetables, materials","grown on small scale",18,25,4,28,1000,1300,300,2800,5.8,6.8,4.5,8.3,20,10,55,60,2000,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","medium, organic","heavy, medium, light, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-5,-1,"long day (>14 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","home garden, small scale (manual)",80,160
443,"Araucaria cunninghamii","Aiton ex D. Don","Pinopsida:Araucariaceae","Altingia cunninghamii G. Don., Araucaria beccarii Warb.","hoop pine, colonial pine, Richmond river pine, alloa, ningwik, pien","tree","erect","perennial","evergreen, single stem","fruits & nuts, ornamentals/turf, forest/wood","",18,28,5,34,1000,2000,800,4800,5,6.5,4.5,7.5,NA,NA,30,32,2800,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-5,-1,"short day (<12 hours)","tropical wet & dry (Aw), subtropical humid (Cf)","wind, coastal salt spray","","","",210,300
449,"Areca catechu","L.","Liliopsida:Arecidae:Arecales:Palmae","Areca macrocalyx Zippelius ex Blume","betel nut palm, betel nut, arecanut, areca nut, areca palm, betel palm, Arekapalme, noix d`arec, Betelnusspalme, Iburu (Simbo), heta (Roviana), buai, kabibi, Arecae semen, Semen arecae, Nuces arecae, Ping lang, arequier, supari, pinang, gua, adike, kamuya, poka-vakka, kun, thamul, adikke, aakkamaram, kavungu, pophal, kamugu, pakku maram, vakka","tree","erect","perennial","evergreen, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic","grown on small scale",16,33,7,39,1500,3000,750,5000,5.5,6,4.5,6.8,NA,NA,20,22,1000,"cloudy skies","light shade","very bright","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",240,365
459,"Artocarpus heterophyllus","Lam.","Magnoliopsida:Dilleniidae:Urticales:Moraceae","Artocarpus philippensis Lamk (1789), Artocarpus brasiliensis Gomez (1812), Artocarpus maxima Blanco (1837)., Artocarpus integer (Thunb.) Merrill, Artocarpus integrifolia auct., Artocarpus integrifolia L.F & A. integra Merr., Artocarpus integrifolia L.F, Artocarpus integra Merr.","jack fruit, jackfruit, jacquiet, nangka, nongko, kapiak, langka, peignai, khnadr, miiz, miiz hnang, khanun, makmi, banun, mít, Mfenesi","tree","erect","perennial","evergreen, single stem","fruits & nuts, medicinals & aromatic, forest/wood","grown on large scale",20,30,16,34,1500,3000,700,4200,5.5,7.5,4.3,8,NA,NA,25,30,1600,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","","drought, flooding","","",210,365
465,"Arundo donax","L.","Liliopsida:Commelinidae:Cyperales:Gramineae","Donax arundinaceus Beauv.","giant reed, gasau ni vavalagi, wild cane","grass","erect","perennial","","forage/pasture, ornamentals/turf, medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","wide","wide","","","","","","","","",NA,NA,"","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","","","",0,0
468,"Asparagus officinalis","L.","Liliopsida:Liliidae:Asparagales:Asparagaceae","Asparagus altilis Asch.","asparagus, espárrago, aspargo, Spargel","herb","erect","perennial","multi stem","vegetables, medicinals & aromatic","grown on large scale",15,30,6,38,800,1200,500,4000,6,6.7,4.5,8.2,NA,NA,60,60,2600,"very bright","very bright","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","medium, organic","medium, light","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells)",-5,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","large scale/commercial, protected cultivation",210,270
478,"Asystasia gangetica","(L) T. Anders.","Magnoliopsida:Asteridae:Scrophulariales:Acanthaceae","","asystasia, isihobo","herb","erect","annual","multi stem","forage/pasture, materials, environmental","grown on small scale",23,28,8,37,1000,1500,700,2500,4,4.5,3.5,5,NA,NA,NA,NA,NA,"cloudy skies","heavy shade","clear skies","heavy shade","shallow (20-50 cm)","shallow (20-50 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",42,365
481,"Avena sativa","L.","Liliopsida:Commelinidae:Cyperales:Gramineae","","oat, oats, hawer, hafer, avena, avoine, avoine farine, vanlig havre, havre, almindelig havre, peltokaura, kaura, akurhafrar, saat-hafer","grass","erect","annual","","cereals & pseudocereals, cover crop","grown on large scale",16,20,5,30,600,1000,250,1500,5,6,4.5,7.5,45,40,60,60,NA,"very bright","very bright","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-15,-1,"neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), desert or arid (Bw), steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",110,270
482,"Averrhoa bilimbi","L.","Magnoliopsida:Rosidae:Geraniales:Oxalidaceae","","blimbi, kamrakh, Bilimbi, Tree cucumber","tree","erect","perennial","single stem","fruits & nuts, materials, medicinals & aromatic, forest/wood, environmental","grown on small scale",23,30,10,36,1200,2300,700,4000,5.5,6.5,5,8.3,NA,NA,20,25,1200,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light, organic","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-3,-1,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","wind","","",140,365
483,"Averrhoa carambola","L.","Magnoliopsida:Rosidae:Geraniales:Oxalidaceae","","five corner, carambola, carambole, wi ni jaina, wi ni idia, kamrakh, star fruit, Faiv kona, karmara, belimbing pessegi, belimbing saji, belimbing batu, belembing pessegi, belembing sayur, kambola, balimbin, galangan, garahan, sirinato, wou-lien, caykhe (Indochina), vinagrillo (Dominican Rep.), mamoncillo chino (Panama), ziblime (Haiti), carnico, Indian cucumber, turiguno, cayenne lime, Chinese tamarind, sweet tamarind","shrub, tree","erect","perennial","single stem, multi stem","fruits & nuts, materials, medicinals & aromatic","grown on small scale",24,30,5,39,1200,2000,600,3000,5.5,6.5,5,8.5,NA,NA,30,32,1200,"light shade","light shade","cloudy skies","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light, organic","heavy, medium, light, wide, organic","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-2,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)","wind","flooding","","",240,365
485,"Axonopus compressus","(Sw.) P. Beauv.","","","","grass","erect","","multi stem","forage/pasture, ornamentals/turf, environmental, weed","grown on small scale",23,30,16,35,1000,4000,775,5000,5.5,6,5,7,NA,NA,27,27,2300,"clear skies","light shade","very bright","heavy shade","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)","","","can become a weed","",150,180
493,"Bambusa vulgaris","Schrad.","Liliopsida:Commelinidae:Cyperales:Gramineae","","common bamboo, feathery bamboo, bambu' vulgar, Mambu, Murangi, golden bamboo","grass","erect","perennial","evergreen, multi stem","materials, environmental","grown on small scale",22,28,9,32,1200,2500,700,4500,5,6,4.5,6.5,15,NA,25,40,NA,"cloudy skies","light shade","clear skies","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw)","","","","",300,365
501,"Barringtonia racemosa","","Magnoliopsida:Dilleniidae:Lecythidales:Lecythidaceae","Barringtonia insignis Miq., Barringtonia pallida (Miers) Koord. & Valeton, Barringtonia salomonensis Rech.","poeierkwasboom, kye-bin, kyi, brack-water mangrove, common putat, freshwater mangrove, hippo apple, powder-puff tree, wild guava, apalang, butan darat, penggung, putat sungai, som pawng, putat ayam, putat ayer, putat aying, putat kampong, chik ban, chik suan, mangrove","tree","erect","perennial","single stem","vegetables, materials, ornamentals/turf, medicinals & aromatic","",160,28,12,38,500,1500,400,2000,5.5,7,5,7.5,NA,NA,25,40,300,"clear skies","very bright","clear skies","very bright","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","poorly (saturated >50% of year)","poorly (saturated >50% of year)",NA,NA,"","tropical wet & dry (Aw), subtropical humid (Cf)","","","","",0,0
504,"Basella alba","L.","Magnoliopsida:Caryophyllidae:Caryophyllales:Basellaceae","Basella cordifolia","Malabar spinach, white stem Malabar spinach, Ceylon spinach, Indian spinach, white vine spinach, vine spinach, Malabar nightshade, country spinach, bertalha vermelha, Malabarspinat, basela branca, bertalha branca, basela vermelha, melao de soldado, sabao de soldado","herb","climber/scrambler/scadent","annual, perennial","multi stem","vegetables","grown on small scale",23,27,10,35,2000,2500,700,4200,5.5,7,4.3,7.5,5,NA,20,25,1500,"clear skies","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, organic","heavy, medium, light","high","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours), neutral day (12-14 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",55,180
505,"Basella rubra","L.","Magnoliopsida:Caryophyllidae:Caryophyllales:Basellaceae","","Malabar spinach, red stem Malabar spinach, Ceylon spinach, Indian spinach, red vine spinach, vine spinach, Malabar nightshade, Malabarspinat","herb","climber/scrambler/scadent","annual, perennial","multi stem","vegetables, ornamentals/turf","grown on small scale",23,27,10,35,2000,2500,700,4200,5.5,7,4.3,7.5,5,NA,20,25,1600,"clear skies","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, organic","heavy, medium, light, organic","high","high","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours), neutral day (12-14 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",55,180
508,"Bauhinia variegata","L.","Magnoliopsida:Rosidae:Fabales:Leguminosae","Phanera variegata Benth., Bauhinia variegata L., Bauhinia candida Ait","orchid tree, bauhinia, camels foot, mountain-ebony, poor man's orchid, rakta-kanchan, kachnar, kotidaram, flamboyán orquídea, palo de orquídeas, segapumanchorii","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood","grown on small scale",12,38,5,47,600,2200,400,2500,5.5,7,5,7.5,NA,NA,30,30,1800,"very bright","very bright","clear skies","very bright","deep (>>150 cm)","shallow (20-50 cm)","medium, light","medium, light","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",-5,-1,"","tropical wet & dry (Aw), subtropical dry summer (Cs)","drought","fire","","",0,0
513,"Benincasa hispida","(Thunb.) Cogn.","Magnoliopsida:Dilleniidae:Violales:Cucurbitaceae","Benincasa cerifera Savi","wax gourd, winter gourd, fuzzy melon, hairy melon, Chinese squash, Chinese moqua, Chinese preserving melon, Chinese vegetable marrow, Chinese winter melon, moqua, zit-kwa","herb","climber/scrambler/scadent","annual","multi stem, C3 photosynthesis","fruits & nuts","grown on small scale",24,30,12,37,400,800,300,2800,5.6,6.8,5,7.5,NA,NA,20,25,1500,"very bright","cloudy skies","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","light, organic","heavy, medium, light","high","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",2,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",80,160
